1	-50.323,41.092,-14.480,-11.491,29.864,87.256,-87.199,64.949,-41.523,-11.216
2	-95.617,-39.791,0.526,-88.765,-1.781,85.422,-78.921,52.888,-18.066,31.035
3	-47.953,-68.102,-67.907,-85.902,-62.871,32.844,76.338,62.825,37.027,-77.914
4	-42.163,-38.039,-50.009,3.001,7.111,-28.623,-29.242,65.711,57.859,-38.441
5	82.758,90.563,-34.651,-29.115,1.127,88.224,75.264,-79.486,-21.454,10.674
6	0.626,-61.227,71.763,35.388,67.582,71.753,49.671,-12.158,22.109,-67.927
7	34.729,-64.149,38.790,-54.080,-76.490,-66.943,-99.602,43.748,46.480,2.987
8	-67.727,-83.289,-96.174,-66.850,78.171,-51.693,-29.146,-78.931,-55.528,3.845
9	21.551,-50.930,-88.454,-21.793,-53.159,-56.089,91.973,23.260,11.376,-16.845
10	-14.211,8.181,39.286,40.429,-65.661,0.023,-17.608,74.105,26.284,6.501
11	-76.921,21.128,-76.559,-32.559,-71.432,38.415,-58.750,-21.628,79.135,-59.137
12	1.561,-16.146,-96.375,58.552,-86.191,-5.149,12.136,25.685,37.726,-49.346
13	-98.004,44.689,7.131,67.224,64.278,68.665,-2.981,-33.274,58.312,-9.741
14	-63.312,70.995,76.512,-6.738,-84.860,-22.435,60.708,80.355,-59.305,-86.605
15	75.470,-22.119,8.352,93.613,-86.687,29.664,-85.179,-24.906,60.763,-13.306
16	99.436,11.812,-35.768,-55.978,-29.896,-25.493,-86.257,-26.085,-7.152,44.548
17	31.346,41.753,-98.327,-56.467,32.337,-3.202,-98.937,60.899,54.562,9.684
18	-86.707,53.303,16.743,56.392,50.349,60.600,3.602,-71.935,34.231,24.095
19	48.451,-66.024,-61.005,78.082,49.996,81.646,51.743,19.431,30.827,77.826
20	15.761,26.478,-68.705,-5.216,43.279,-45.811,-59.549,-37.235,-51.700,-57.017
21	-15.030,81.568,1.412,-62.416,-84.606,39.231,-23.440,64.366,31.902,59.248
22	-45.611,38.472,-47.188,87.814,27.275,-35.098,-46.098,-61.815,38.928,-56.257
23	19.061,-47.073,32.394,62.988,55.605,52.170,-62.456,-82.323,39.790,-26.331
24	-13.531,-93.770,-48.085,-93.265,75.837,-51.321,11.467,-92.204,33.369,-35.395
25	79.584,77.624,-34.942,80.192,99.232,65.083,68.974,-50.198,15.340,-86.549
26	-81.016,99.779,-34.672,49.637,61.333,71.605,99.526,-51.701,-91.930,-17.762
27	-73.984,-95.515,-27.915,56.748,13.236,-37.444,30.868,-53.596,-97.124,52.871
28	24.749,52.461,-92.212,67.424,23.905,12.679,24.923,72.887,17.387,16.190
29	98.136,51.346,-11.541,41.479,-22.154,-54.225,19.370,85.636,85.828,-31.619
30	5.535,-57.673,99.126,96.224,29.902,60.883,43.020,18.632,-89.330,-9.047
31	34.957,35.506,-25.375,88.338,-66.529,0.072,38.177,39.427,29.728,-44.942
