1	-51.506,-46.151,-24.543,-95.986,-35.584
2	-57.710,-34.501,-76.048,78.105,18.718
3	35.820,57.834,-0.312,-82.616,7.421
4	17.368,49.088,-13.668,-74.484,-43.245
5	-27.384,29.183,14.156,-28.781,97.303
6	21.155,-52.555,-79.644,-69.428,-50.808
7	-67.864,-62.687,-42.981,-65.325,79.353
8	-83.953,4.902,-17.921,96.476,-77.592
9	-20.429,93.894,73.101,63.414,-48.419
10	-65.822,33.729,85.875,11.353,14.323
11	-44.004,53.899,-62.591,-35.264,-14.913
12	1.522,-51.518,-77.033,22.124,-42.274
13	16.248,-69.127,-3.772,6.518,-89.635
14	-32.679,-73.117,-87.325,97.992,-35.529
15	61.975,-49.072,36.301,52.046,19.128
16	-5.685,-17.632,-30.226,85.906,66.124
17	93.005,-75.141,46.173,87.668,-63.753
18	-86.701,48.224,14.895,68.366,-72.046
19	59.053,-59.675,-67.269,-67.147,62.915
20	33.039,4.613,-28.234,75.440,-21.511
21	63.320,-12.173,-24.611,-7.464,-39.724
22	49.522,0.544,-53.557,79.915,-23.222
23	8.711,81.294,24.848,-76.620,87.966
24	25.542,-33.019,-72.146,58.805,24.015
25	6.692,78.779,57.719,-69.665,-37.656
26	-50.302,48.789,-93.294,13.978,52.492
27	75.353,-31.584,64.251,-77.874,69.290
28	-74.502,-20.543,59.459,-70.017,-54.150
29	44.451,44.007,28.230,38.790,8.545
30	-49.640,-30.861,-63.680,81.690,16.678
31	-19.830,-7.599,89.457,-69.330,17.246
