1	-83.730,-83.032,97.328,-25.146,-25.872
2	62.560,89.450,97.200,50.676,-24.748
3	-83.300,55.429,11.681,-15.156,81.271
4	-77.761,-1.475,-97.729,-6.268,-88.739
5	-76.236,-76.495,29.842,49.209,16.674
6	92.435,-25.026,-42.858,73.720,-55.281
7	92.645,-97.569,93.976,-91.368,78.229
8	5.540,98.593,-85.241,10.771,93.861
9	4.620,25.880,39.150,-9.092,25.512
10	16.863,80.232,-90.911,-43.807,90.082
11	78.053,-8.869,24.027,-44.524,-62.376
12	-7.260,-29.330,16.731,-84.453,94.879
13	97.242,39.632,7.219,-38.094,62.759
14	36.946,-67.477,82.185,64.507,89.960
15	45.144,22.683,-16.351,86.546,73.213
16	-90.956,-94.727,-24.707,62.111,97.455
17	-69.917,18.826,-23.822,93.983,68.424
18	67.666,-6.261,-17.036,-45.319,-88.725
19	72.944,62.580,99.944,99.327,11.086
20	53.797,88.953,69.929,-50.530,-9.891
21	-74.168,90.810,21.235,-54.271,34.340
22	23.626,-28.367,-77.288,34.315,4.062
23	54.464,4.033,70.436,10.381,12.188
24	75.331,-19.303,-73.197,-94.243,51.027
25	24.062,40.816,-57.407,-72.726,-97.091
26	-29.882,17.984,-21.551,-12.505,80.832
27	-30.349,2.798,56.731,-20.691,24.417
28	72.473,89.904,-70.585,85.318,-1.577
29	-48.351,-8.173,96.007,-1.476,-34.250
30	26.680,-51.971,-84.827,-74.224,-74.391
31	-69.619,-72.235,28.175,-63.624,-30.867
