1	-75.887,-84.609,39.258,-32.025,44.953,-86.929,-36.942,7.898,58.145,-36.249
2	25.178,77.196,23.173,-53.408,-95.120,74.020,-95.746,74.940,5.787,87.814
3	59.757,99.587,-29.858,53.438,-19.614,-4.025,25.501,74.735,96.817,53.655
4	-16.447,-15.729,47.516,-52.245,-77.905,-29.076,-42.552,-40.738,-53.278,-91.581
5	-96.425,97.544,-14.445,-23.135,35.929,-56.349,89.992,57.269,-82.118,-16.484
6	75.824,88.946,-6.520,22.682,-66.593,98.234,-53.666,88.546,29.929,21.547
7	2.538,-53.866,-64.694,-55.903,-62.712,55.917,-29.975,-88.431,93.821,76.757
8	85.550,98.982,-65.221,-20.752,51.648,39.204,-69.221,63.167,-55.112,-55.236
9	7.395,18.588,16.017,-81.703,75.492,-46.880,-74.097,77.750,91.130,72.426
10	61.903,31.048,10.171,-82.603,-18.309,-25.462,-48.049,44.684,-0.825,-83.791
11	-55.963,36.652,-84.774,70.241,-0.971,-3.883,18.482,64.936,-30.438,35.603
12	13.146,-46.594,75.726,59.485,31.690,70.116,73.459,41.673,67.403,39.494
13	36.028,23.722,50.543,-68.279,76.174,74.369,-94.151,65.163,-74.226,-32.976
14	48.702,-67.848,63.593,66.427,1.494,-98.723,-42.592,23.385,96.237,26.363
15	-48.039,26.801,7.997,55.969,-78.604,52.206,8.253,92.598,-31.626,26.524
16	86.406,-79.498,87.446,37.577,-86.433,-39.807,41.634,-86.530,16.434,-30.823
17	24.183,-90.852,74.307,94.698,93.776,49.930,-73.983,51.653,-95.083,-95.575
18	-35.278,-2.271,54.081,36.659,-10.819,-45.275,99.425,-14.764,-9.723,-67.275
19	58.962,38.736,-55.846,-83.524,36.100,30.902,-45.348,90.173,-69.788,-13.533
20	88.723,-16.055,27.705,-20.481,-45.157,96.796,-18.133,78.820,-54.009,-57.379
21	-93.773,30.333,-26.295,72.872,-5.358,93.639,-62.895,73.725,55.319,54.184
22	68.957,52.205,25.244,-73.751,-93.495,84.170,23.330,59.307,-3.696,-76.538
23	-74.963,37.113,-13.939,-59.895,-1.681,-87.158,16.394,-46.201,59.512,-37.928
24	-8.956,-97.676,-85.511,-21.501,-4.012,20.004,-41.667,38.996,72.024,55.970
25	-92.076,-3.899,-79.014,-51.591,97.333,-71.501,-0.222,23.631,40.493,11.930
26	-98.046,-34.708,3.542,-82.427,-29.875,-93.359,-84.284,-20.615,-73.457,13.508
27	37.893,60.117,-59.970,-66.503,-79.086,27.286,41.295,-93.683,87.242,-89.606
28	8.259,41.812,74.194,42.817,60.346,-32.110,62.965,-83.977,78.963,9.518
29	63.460,-9.536,28.716,5.281,46.318,-83.674,-87.930,-50.579,-68.091,74.357
30	-56.157,95.173,-32.621,-63.576,57.940,31.742,-0.361,11.073,43.840,-54.309
31	99.267,94.959,30.065,-60.092,36.046,-85.560,-93.869,-48.463,-7.475,73.655
