1	-39.019,-61.465,-74.186,-40.428,56.010,-5.675,-54.504,-66.763,-33.454,87.985
2	-31.395,97.625,-2.954,-64.167,78.228,-7.929,41.934,96.742,-89.965,-80.661
3	44.091,-43.635,-63.140,-92.128,-95.631,54.897,-73.113,-6.456,21.179,-14.330
4	-94.579,56.700,-97.897,52.378,78.661,-13.432,7.108,-4.603,-22.158,77.485
5	78.787,-32.837,23.014,85.382,92.412,1.792,-9.435,-44.261,91.774,-71.437
6	15.966,-43.490,-44.198,-19.006,99.759,-89.007,15.708,-83.486,-69.096,-12.087
7	2.092,-48.242,-36.709,-82.607,-39.356,93.312,88.941,-33.024,14.171,81.919
8	-98.763,62.137,89.674,-81.735,-67.710,92.149,7.508,-97.161,-48.474,-10.011
9	38.582,46.632,99.084,-42.498,7.644,6.665,-18.871,-66.168,95.491,70.663
10	-0.333,20.649,-54.548,8.757,38.994,3.033,98.057,22.268,-25.805,54.430
11	-65.907,-23.097,-30.608,-13.639,56.356,-3.165,58.803,15.298,-31.586,61.996
12	-52.342,-55.123,0.901,-47.830,-98.183,29.660,2.219,-10.896,93.394,14.240
13	72.686,-72.110,13.841,73.596,16.621,43.603,-25.591,-81.510,-8.420,-21.104
14	73.412,-51.201,93.347,91.628,-50.474,-30.390,79.111,93.324,-11.312,-35.801
15	5.219,37.554,-45.305,47.295,-89.669,-90.141,-22.742,-29.305,-36.873,-1.796
16	-35.853,-61.548,-38.106,94.981,-17.777,-11.057,15.309,96.668,-51.680,36.256
17	43.197,21.465,-82.284,35.374,-87.181,19.229,47.916,-57.806,68.324,-93.929
18	68.763,-7.934,-56.482,-73.244,90.661,-85.467,-60.181,-30.436,24.047,8.960
19	-74.871,-42.054,-52.250,-57.291,-17.771,40.806,-56.509,-26.664,-21.817,95.291
20	90.933,60.028,-51.668,-86.393,-36.619,-46.641,1.185,55.546,71.665,68.973
21	-28.065,37.447,-37.433,-87.819,40.313,-98.034,-18.163,-34.124,38.676,53.249
22	-39.181,62.325,-41.217,-10.735,45.404,38.584,97.474,-54.968,32.464,21.936
23	83.020,-68.728,50.360,13.654,-45.067,-5.113,-33.245,15.863,77.800,13.861
24	26.344,3.750,-89.767,-53.428,-1.600,-37.953,-63.647,0.827,-35.438,-48.378
25	-7.203,-73.343,85.549,73.540,41.524,-78.757,55.175,61.591,53.553,-77.207
26	28.782,66.865,15.471,29.281,-8.327,5.741,-93.125,27.793,-83.711,-12.997
27	-41.469,9.086,-73.317,38.329,59.002,-67.329,-79.137,-70.897,75.426,5.638
28	-6.548,-78.658,29.911,73.600,65.637,25.211,-84.944,-77.521,-90.138,-48.504
29	-72.868,-47.990,-22.988,88.597,22.075,66.995,42.070,-77.499,47.184,-44.980
30	27.822,-31.808,99.534,-47.290,-44.174,86.134,-95.071,39.338,45.065,67.276
31	94.888,95.120,-86.945,64.368,29.262,29.468,-74.330,30.037,96.497,82.364
