1	-90.156,-53.784,79.477,-48.762,-55.870,-72.375,71.822,0.012,34.979,-52.187
2	51.608,52.001,-37.480,-17.863,-58.062,95.312,29.121,86.909,-39.323,56.378
3	53.172,38.331,93.128,-21.289,-73.857,34.342,45.862,15.012,-58.636,0.891
4	-37.562,-14.507,29.044,49.043,-53.555,-18.935,-46.168,-60.274,56.677,81.851
5	-25.954,50.256,79.399,69.225,-63.437,91.258,-24.665,-32.152,-87.514,-2.765
6	-78.197,-50.292,-36.611,61.765,75.098,-39.507,71.740,71.446,52.930,-70.661
7	38.065,89.005,36.508,-33.677,0.116,29.145,2.114,-76.009,-37.587,60.479
8	72.284,-72.540,90.477,-34.235,32.463,50.365,62.389,89.150,-37.416,71.701
9	-73.663,41.008,48.396,35.545,-49.537,74.609,-66.228,-89.273,43.493,-4.905
10	69.820,-23.321,-66.344,67.288,9.782,-62.161,44.077,2.223,20.863,-7.820
11	65.742,65.913,41.878,-78.920,67.771,34.203,39.405,-27.403,75.856,45.074
12	-77.482,-18.444,77.276,-90.561,92.283,35.833,26.275,-45.888,-50.242,88.412
13	-40.346,55.101,-21.376,-72.149,-97.857,8.851,95.156,-26.173,-28.562,-31.182
14	4.109,-11.867,75.983,1.104,1.552,-72.326,96.548,-50.005,-85.327,32.629
15	19.073,-16.971,-15.562,57.013,-60.857,64.051,29.749,-16.206,-8.394,-48.671
16	50.423,2.575,-35.829,19.210,99.147,-12.948,84.138,-30.997,-89.053,-59.152
17	-16.261,-56.073,-99.955,83.000,68.776,48.458,-66.437,-75.927,-86.479,44.806
18	85.762,-13.893,-76.172,2.479,-30.234,-25.035,24.266,43.744,-77.879,-92.882
19	98.866,-53.454,-89.234,-62.025,-92.208,-21.638,60.480,-31.751,-11.163,35.117
20	1.779,72.289,73.207,-98.018,55.609,-7.853,97.768,-3.354,97.379,50.914
21	-50.279,7.679,98.427,71.506,-80.527,41.274,-30.884,-98.604,-19.304,-53.049
22	63.774,-32.534,65.505,-99.880,-38.436,-51.767,-53.287,-86.363,-62.575,11.110
23	-41.728,-16.521,-24.627,75.181,81.060,-1.409,-33.969,-78.640,90.681,-87.955
24	-40.470,-40.387,-35.920,-67.143,56.632,-75.500,26.981,-75.231,-85.893,81.886
25	-61.974,64.250,8.926,-84.429,91.090,-50.608,71.929,-66.238,70.789,-97.354
26	2.356,53.889,86.959,81.840,63.925,77.638,-60.156,-43.163,-42.206,-24.589
27	-21.336,8.911,-68.024,38.249,-66.487,-37.938,0.669,59.288,47.894,29.107
28	-68.845,9.409,-82.511,-24.527,-17.297,-92.038,-45.202,91.130,90.727,-29.535
29	-91.380,-64.181,-21.556,89.556,-71.760,52.703,-78.263,96.252,-23.677,55.047
30	-31.482,25.534,-61.597,-70.796,87.613,83.529,77.494,25.087,61.654,-86.193
31	-33.042,-37.259,27.129,-28.808,-70.299,19.293,62.877,-23.575,-73.546,-60.662
