1	90.786,82.973,-25.968,-96.909,85.664
2	-14.363,93.331,92.724,70.602,-41.110
3	-22.980,70.227,-36.616,-66.101,11.360
4	87.231,39.206,14.012,-80.565,23.001
5	98.011,-71.983,3.666,75.475,48.154
6	39.403,40.497,-28.102,-41.282,61.872
7	62.023,73.414,82.648,2.268,0.303
8	59.659,29.993,40.393,59.159,78.001
9	-32.401,-24.883,-81.204,15.656,-92.812
10	-6.880,8.529,-42.692,18.167,-93.900
11	-92.530,64.520,-27.962,-74.588,4.449
12	53.999,-56.836,24.578,-82.931,-89.664
13	6.271,8.127,27.486,45.218,95.170
14	3.260,-35.409,59.037,-45.834,-12.206
15	-84.309,-94.930,92.530,67.196,39.195
16	-18.209,-65.341,-68.713,-49.951,9.845
17	42.919,32.039,-44.013,90.973,47.579
18	10.871,22.344,-16.080,-50.454,-28.805
19	51.569,-97.121,-76.785,-90.799,-91.854
20	71.092,40.732,-5.165,-80.433,-1.677
21	-5.306,-65.360,-13.230,-20.299,23.170
22	27.019,-90.939,-25.077,25.172,0.627
23	71.298,31.739,-67.413,-85.886,28.484
24	-94.698,17.155,88.046,15.095,-22.366
25	28.658,-8.349,9.123,88.293,-22.779
26	92.238,81.070,-60.842,-86.128,-79.844
27	-96.356,-81.111,36.601,-85.762,-36.205
28	68.975,-95.346,62.894,-43.629,-76.367
29	39.347,25.789,75.494,47.014,60.696
30	-43.593,-64.512,50.123,61.367,98.101
31	-17.476,-25.596,55.283,-31.839,86.151
