1	90.452,-90.028,-70.018,7.516,15.158,29.030,-96.606,92.073,-91.082,-71.388
2	-97.197,13.372,86.453,33.189,64.531,-97.344,8.403,-8.087,-0.206,-85.557
3	36.887,0.644,53.030,-2.942,-70.124,29.651,-65.523,74.479,22.623,-68.559
4	92.468,3.673,-85.420,25.367,-49.360,60.739,63.564,95.789,0.374,-9.009
5	50.695,-73.506,9.383,9.250,-82.105,-16.403,70.657,71.231,-80.152,-81.856
6	-47.461,74.953,-74.219,43.999,-79.767,24.628,-28.787,57.783,-53.262,27.840
7	-52.863,42.732,74.736,-74.640,73.319,18.715,-74.578,-14.492,-67.828,40.070
8	51.774,-78.841,1.228,62.925,87.233,2.704,90.056,7.138,-21.162,69.641
9	-1.403,-5.619,-1.938,69.357,66.388,-19.296,-33.340,-1.614,14.555,-52.333
10	58.791,-2.703,-33.191,-78.636,-52.231,89.856,-38.980,-66.228,-7.865,-38.582
11	-92.968,-35.371,8.822,10.342,-28.688,-10.539,93.104,-24.530,-48.355,-51.307
12	-8.447,51.904,-58.802,41.859,-95.770,-16.213,55.173,-32.253,12.747,-59.004
13	48.399,-89.544,70.509,-60.361,74.880,-29.494,44.537,-36.155,81.182,-74.673
14	-64.296,-1.394,-83.612,-60.804,88.753,95.298,-24.748,84.657,8.965,-46.052
15	40.480,31.780,97.825,-46.991,34.412,-89.595,-77.271,-99.216,99.892,60.455
16	57.345,1.945,-39.987,-69.747,-43.065,-24.806,51.262,7.932,-84.503,-96.394
17	-79.534,-17.900,86.639,27.480,60.365,-6.725,-27.667,-78.320,75.187,56.632
18	-66.376,2.452,-2.525,25.018,89.237,15.954,8.043,-89.935,-87.419,-62.531
19	-93.506,48.671,44.666,-72.789,67.216,-69.043,-39.765,-50.205,-25.539,-49.067
20	-2.210,-18.518,97.314,-88.815,-71.564,-89.435,25.168,-89.098,67.288,2.388
21	5.402,12.319,-65.837,-60.462,-36.237,18.699,-57.976,-76.734,94.023,-95.604
22	60.539,57.607,-40.557,-72.875,-70.874,39.486,28.561,56.549,87.496,38.385
23	-68.830,-51.311,68.439,-58.139,-85.496,40.656,-19.495,84.008,30.051,-81.916
24	89.571,-48.289,-32.558,-19.548,-89.755,-0.697,-75.336,-19.806,-29.858,54.568
25	60.634,-69.317,-26.690,-25.329,-69.718,59.691,41.446,-61.924,-26.656,-78.839
26	25.641,-75.726,97.187,56.136,-21.952,15.713,82.268,10.820,-65.100,-24.259
27	68.629,28.843,30.145,73.364,78.795,83.959,-81.030,8.825,48.102,51.385
28	21.343,-66.643,59.484,44.022,-82.773,-7.238,-65.205,-32.505,-96.384,-19.934
29	9.975,23.917,32.698,67.258,-56.907,-75.904,70.307,-68.677,94.952,68.508
30	0.175,96.284,-80.525,-39.387,27.645,-29.999,85.675,-86.875,9.882,18.173
31	30.546,-48.867,-27.087,68.736,-61.011,65.374,12.531,52.438,42.721,-58.498
