1	95.174,-42.748,-15.238,29.973,-95.061,62.052,7.316,-44.357,-87.678,-67.500
2	79.007,37.205,-50.020,-86.880,38.123,14.482,-19.096,-27.278,-56.637,33.922
3	94.134,-64.857,19.423,-15.163,-10.662,-49.171,65.027,-2.949,8.681,-39.048
4	-63.638,-82.818,42.824,-60.753,38.015,-21.925,-16.845,-6.165,-26.458,-79.876
5	-38.074,32.747,33.157,-42.755,-7.979,-61.311,-57.926,-95.391,79.349,-57.859
6	-54.493,-44.080,-74.518,27.853,-84.971,-73.160,28.951,-32.068,41.590,11.485
7	-48.796,30.166,-76.745,7.282,-12.570,-46.425,20.801,74.267,99.781,21.553
8	-19.059,-54.959,-48.581,-4.109,-26.544,82.763,-26.341,-25.311,-23.293,67.324
9	30.158,22.834,-33.171,63.581,-92.327,74.159,2.550,-20.350,-0.567,33.483
10	-97.447,74.310,-10.652,-31.407,-72.351,-12.107,-0.735,-19.271,35.732,-15.821
11	92.284,19.856,61.496,-78.129,-20.542,-32.630,13.896,72.223,-84.332,-85.485
12	70.064,-57.430,33.751,8.576,66.579,-74.982,-74.043,11.364,89.276,-17.000
13	-34.612,21.338,86.090,67.386,99.097,-95.486,-77.428,21.894,64.115,-42.951
14	-52.158,57.395,-88.724,-26.123,1.162,12.070,45.723,-29.031,22.537,17.075
15	9.523,28.097,-48.110,-83.070,-76.146,-55.084,0.040,68.089,40.259,57.808
16	-29.805,-19.069,-21.264,-61.625,-87.757,18.183,97.843,-66.634,-90.663,55.906
17	-49.483,65.929,40.787,89.135,-18.215,32.394,-7.029,26.118,-10.080,-62.274
18	1.579,5.717,62.121,47.104,32.758,-77.323,44.123,0.061,78.820,83.974
19	-88.969,64.128,-92.461,-26.566,8.460,-70.380,49.263,-98.329,-66.280,16.159
20	42.878,83.329,41.099,34.356,-21.132,-99.743,-75.968,6.911,35.026,-16.510
21	46.136,4.372,-85.165,-61.597,68.000,44.983,78.952,-76.489,98.045,-58.119
22	-97.644,99.485,-43.785,33.604,-64.664,16.046,80.807,-35.964,34.051,-62.419
23	24.959,-32.710,-57.758,-37.364,-64.232,80.383,-20.563,-50.944,-10.318,-35.893
24	48.884,94.244,-12.393,72.207,13.173,-68.553,38.125,2.687,30.121,77.937
25	-11.913,80.236,50.134,-2.279,20.644,-34.884,96.719,33.470,-91.231,-34.676
26	24.663,-88.733,-95.223,-9.995,-33.462,-12.340,-47.461,-67.056,37.829,2.914
27	-59.969,-36.082,18.362,-85.554,-70.509,-85.351,62.463,50.482,50.663,43.265
28	33.877,-4.602,28.456,-92.328,24.293,55.576,0.072,-28.497,-44.515,28.560
29	38.560,74.194,-31.533,53.954,12.271,76.567,5.562,3.526,15.575,49.863
30	92.938,-85.287,-89.313,87.510,5.975,22.981,-3.515,-81.269,53.618,49.445
31	-37.659,-38.752,67.568,-85.529,76.221,-48.668,18.597,87.199,35.625,-17.114
