1	-6.663,-89.458,-92.487,43.436,7.619,1.741,-51.375,48.950,-66.353,-62.013
2	-7.858,-42.744,-50.507,29.048,30.194,64.903,-16.458,-85.383,-45.267,96.001
3	19.252,41.947,-98.528,3.641,-92.494,13.846,84.154,93.684,8.111,-8.359
4	89.003,34.722,-87.020,-6.855,-51.951,-6.039,-8.907,16.429,-28.646,-67.146
5	0.744,66.041,32.802,-32.326,87.105,82.442,-58.130,-92.116,48.262,65.522
6	93.573,77.967,20.107,6.010,-94.432,-50.669,-8.077,25.701,11.450,48.527
7	-44.047,12.991,-82.372,-17.267,50.032,38.680,98.129,-44.422,-0.362,-34.094
8	-11.879,71.390,36.842,76.488,-59.298,74.672,-88.048,77.720,-34.185,-37.082
9	2.418,88.138,-90.444,-29.554,71.314,-20.789,-60.169,-15.041,-22.889,83.083
10	52.387,1.023,97.674,-6.944,-88.352,-47.545,-12.786,-68.619,89.513,53.370
11	-46.343,18.161,44.290,88.256,76.327,3.038,54.931,12.429,10.541,-77.052
12	-74.772,5.907,-46.228,-95.793,44.568,-93.503,19.055,7.839,93.763,-3.157
13	-87.280,10.338,68.219,99.370,-13.931,-35.940,81.331,-61.752,23.086,-18.857
14	-91.784,-30.542,-46.954,37.218,89.758,-46.391,62.293,-88.928,7.624,-85.890
15	86.807,53.270,31.590,64.779,29.504,93.789,42.792,84.932,3.426,-76.587
16	5.636,-74.625,18.499,-3.501,24.515,-97.991,-61.032,-1.734,90.101,-23.278
17	-15.126,42.939,20.759,-40.215,-17.837,-56.460,93.204,-73.873,-25.633,-94.832
18	-55.644,56.094,-59.765,-83.987,-5.109,-98.006,-83.047,61.525,54.295,83.028
19	70.903,36.635,-89.533,56.570,69.102,59.816,1.696,-53.420,69.066,45.433
20	96.152,-68.861,-54.867,-57.640,58.508,-62.619,-86.668,99.712,-95.037,67.049
21	-26.927,68.323,10.924,80.326,85.239,-98.180,-84.918,-49.928,33.863,77.654
22	-8.012,21.395,-62.300,60.993,93.466,-46.280,-1.035,-82.777,11.827,0.557
23	-71.113,-11.587,-33.179,4.366,17.131,-98.301,52.201,42.603,-26.743,-89.413
24	50.987,91.035,-51.970,-35.295,-63.237,15.387,-69.032,-28.761,39.403,12.023
25	-22.707,-15.950,12.422,-98.827,-84.298,76.252,-84.424,41.361,84.008,-45.863
26	-25.902,13.784,76.342,88.381,47.913,-82.676,33.831,-17.939,-5.860,-90.170
27	-61.788,58.103,-9.208,-39.668,-23.196,70.880,49.800,-45.537,-76.500,-49.600
28	84.151,16.318,6.696,19.279,-26.794,61.421,4.657,-76.650,-74.187,7.372
29	87.314,-38.330,73.908,52.819,-50.438,-92.732,-79.631,45.699,-60.066,-25.746
30	0.340,45.094,-77.354,-18.727,-2.985,8.165,63.672,-65.664,61.566,38.576
31	11.174,39.906,-17.596,-72.320,33.153,4.934,27.875,-32.400,81.373,17.474
