1	79.473,24.526,94.677,-6.998,69.478,-87.521,-32.944,-86.597,95.069,63.395
2	70.509,87.593,-82.979,-22.880,-85.793,-57.841,-54.127,-6.179,-46.288,-79.804
3	-66.502,-70.545,94.615,51.859,93.552,-12.052,-44.326,59.659,-34.749,-40.123
4	-53.499,-74.064,-48.707,-28.936,34.799,-87.487,-57.899,61.805,-70.616,-31.471
5	72.932,-69.015,-83.453,-3.092,-39.516,12.682,60.761,-72.570,16.140,1.102
6	-71.184,24.800,-45.272,-2.433,-83.546,-8.083,-38.707,64.476,-88.604,-16.279
7	-8.314,45.001,14.858,33.442,55.410,72.441,-37.225,7.605,68.022,97.890
8	77.904,-25.707,-60.967,-2.121,48.328,-1.486,-3.364,67.646,-27.719,71.959
9	-18.639,-34.353,-9.202,52.489,-74.800,-60.716,90.289,-64.902,13.545,15.863
10	-2.075,28.949,-54.035,10.532,-25.565,32.333,-71.755,14.175,-62.946,-44.271
11	-56.258,-63.432,65.142,-42.858,85.425,93.985,14.252,-71.400,-25.090,59.546
12	-26.522,-82.597,11.357,69.024,59.185,-64.975,34.553,-55.899,-56.358,74.814
13	-50.066,-47.351,-99.869,74.134,58.519,25.466,50.053,-69.590,-8.335,-29.756
14	-81.245,-2.774,84.148,-91.988,-41.708,-58.492,-52.371,81.687,-6.386,-6.740
15	52.115,-69.102,-2.547,-14.003,19.382,99.912,53.890,-20.427,65.511,-65.858
16	-93.907,-59.110,-31.918,2.116,23.026,82.121,1.971,0.255,-89.951,-93.018
17	10.232,-12.364,67.836,-67.864,-95.006,-10.192,-52.504,-90.077,44.920,-77.681
18	21.664,-43.790,-65.301,-24.050,60.289,-21.581,50.154,-74.903,54.554,-52.613
19	35.479,13.156,85.829,-22.535,-86.767,-96.169,65.372,4.947,55.049,-53.115
20	-30.983,-93.979,92.298,33.574,86.641,-46.901,22.293,35.700,-36.490,69.622
21	89.432,76.971,47.813,-44.507,-43.677,92.672,-97.943,43.210,41.249,24.538
22	98.022,-37.624,-32.006,-84.212,-11.440,-47.790,-31.323,66.914,87.097,-62.853
23	-25.498,85.726,-87.638,-81.528,-67.442,19.043,-69.906,93.615,-10.657,0.304
24	-50.668,-5.808,32.383,50.235,50.774,15.578,80.872,63.482,51.410,-88.879
25	-98.624,-57.511,32.705,-17.761,-19.519,76.917,79.113,81.835,-37.224,38.211
26	-45.673,-61.878,-63.074,-31.578,-14.008,66.190,-76.022,46.985,6.291,-42.411
27	-1.436,-40.012,19.216,-13.231,-67.119,-76.683,9.339,80.483,-31.208,46.600
28	31.732,86.311,64.196,13.321,31.406,79.677,-20.096,-34.641,-97.838,65.310
29	60.196,-79.109,15.371,-7.204,-76.258,96.114,-57.061,-86.553,18.969,47.773
30	-93.511,31.744,6.458,-79.347,-65.495,13.595,-40.728,87.663,63.748,96.713
31	-48.066,93.945,-13.753,-30.496,-89.930,-89.447,38.402,-8.414,-54.696,22.794
