1	-34.432,-25.584,51.965,-32.235,90.412,47.586,19.486,76.179,-90.079,-48.587
2	-6.993,-54.604,48.781,83.842,-15.246,-31.573,92.310,-11.030,-2.190,-29.670
3	81.910,13.791,52.435,62.361,-31.630,-13.261,69.694,-27.349,58.787,88.198
4	24.642,48.325,61.019,69.008,-20.989,-89.747,-19.625,34.751,-9.930,49.793
5	-28.604,26.949,-62.716,49.874,9.139,-59.187,-41.618,49.722,-3.480,-56.794
6	93.454,43.025,91.427,-14.579,-4.980,79.591,5.010,41.456,-49.565,-10.655
7	-75.310,-58.804,-99.811,-92.147,95.457,-51.529,32.662,67.820,10.132,-69.371
8	45.623,20.050,46.250,53.949,95.082,14.713,-31.672,29.693,-86.312,79.479
9	-76.124,-34.431,63.149,19.462,-21.273,-5.313,70.909,-31.999,73.930,-82.373
10	55.360,69.510,-63.636,-13.931,-66.900,41.321,7.070,27.065,-60.703,-57.651
11	-91.701,-35.586,11.949,71.587,33.385,-12.921,90.624,43.849,86.033,5.518
12	-48.219,-89.435,45.217,-75.739,-39.445,6.494,12.883,20.117,-66.749,-24.053
13	23.439,93.964,45.526,84.521,52.442,18.343,-61.595,33.337,24.676,20.494
14	-2.043,5.731,-33.111,3.863,-60.489,61.035,-62.845,-83.007,-12.751,31.661
15	-12.457,-44.649,11.634,-30.600,86.574,84.529,0.474,-34.423,47.426,-92.657
16	-5.046,-32.735,84.107,-97.599,10.563,48.133,-2.996,-82.919,94.492,3.602
17	22.837,-52.678,-3.300,-14.170,-85.021,-78.768,67.495,-52.036,-61.008,0.982
18	53.749,-87.611,15.362,-76.158,-92.708,-89.451,66.833,-76.406,-90.970,-12.420
19	68.799,-47.518,-15.657,-92.015,-10.184,15.523,14.181,-33.515,-36.893,-78.675
20	-26.640,-80.101,53.319,93.255,94.015,73.014,20.158,40.173,-42.959,26.154
21	-8.870,-3.597,51.555,-43.616,-36.392,84.928,-88.755,-2.873,82.560,22.073
22	9.281,-50.051,-31.345,70.410,11.844,2.948,-80.084,-96.794,92.737,-24.603
23	20.643,-84.057,36.623,86.513,15.133,-74.777,16.344,53.269,-18.717,75.968
24	29.737,79.850,24.701,-73.742,-38.062,-59.641,81.765,52.080,35.280,-39.807
25	-63.191,51.290,-5.168,-54.842,23.324,-91.933,-34.766,-6.289,-70.408,96.931
26	-58.181,-73.929,-59.293,53.812,-14.899,13.083,-95.798,-93.114,-10.835,63.331
27	77.048,-82.659,7.673,82.646,-22.405,65.913,-73.261,87.079,50.285,88.267
28	35.323,-27.319,87.636,-44.887,-33.565,40.162,53.063,85.881,-59.040,59.600
29	47.709,-87.241,-22.555,-43.447,-39.102,96.589,28.555,43.535,95.324,-24.560
30	60.368,-13.094,73.907,-63.868,89.537,-56.246,-34.756,51.238,-21.249,21.642
31	-11.085,48.474,-54.334,-88.308,-40.014,-5.138,-66.396,-29.041,-20.003,-88.522
