1	81.864,-48.244,32.504,-37.658,4.014
2	9.342,-63.029,93.917,55.027,87.900
3	78.965,19.580,84.375,-82.301,-60.803
4	-90.955,-34.934,-22.265,-45.730,65.748
5	-28.649,-43.813,8.539,-71.815,60.439
6	-85.090,97.377,54.449,-60.257,-98.896
7	63.092,41.371,45.801,54.254,-85.191
8	-28.307,-76.826,72.621,24.660,-33.820
9	-87.288,-37.804,-34.963,45.921,27.511
10	77.443,-5.557,-76.081,42.649,52.157
11	12.255,54.193,-1.241,4.547,-14.492
12	-94.916,-78.422,-93.714,27.282,-37.129
13	1.714,81.513,-50.142,-17.923,51.110
14	-54.240,-84.604,-42.050,-67.756,85.940
15	61.624,26.681,74.292,60.734,-62.686
16	78.512,7.868,61.488,79.218,-36.399
17	-77.990,-54.413,-14.578,63.603,72.146
18	-98.610,2.149,-16.518,-55.578,-76.027
19	-32.477,88.582,-35.359,3.758,40.604
20	-27.274,94.356,92.489,-49.644,-0.550
21	-39.824,-43.032,-92.623,21.913,0.536
22	-89.704,-44.271,81.653,-52.088,-71.021
23	-2.109,97.130,-51.589,34.427,52.324
24	-52.472,45.643,-26.443,26.461,26.706
25	7.155,-81.942,67.060,-35.844,-62.696
26	-91.845,18.179,35.513,-96.682,2.419
27	-54.701,29.035,-65.127,38.188,-22.653
28	87.346,-72.496,-31.787,-77.305,84.939
29	75.468,-48.412,31.997,63.444,11.040
30	5.930,-51.630,-81.379,79.443,80.084
31	26.620,-32.194,-30.158,45.191,79.422
