1	54.695,-73.825,93.964,-9.242,-52.790,-85.301,-66.048,3.955,-32.599,65.777
2	-13.822,-50.257,23.429,41.355,-66.592,-66.476,-92.666,47.280,32.761,-5.074
3	68.834,61.134,17.071,73.654,-58.832,-77.616,-46.050,-88.583,6.234,87.321
4	-92.131,-75.578,-9.560,86.775,-36.769,1.447,-91.685,-70.331,97.326,93.024
5	-99.012,90.362,27.824,73.584,-9.052,3.119,-2.231,33.373,-72.070,-94.005
6	-38.414,40.936,-59.629,34.686,93.982,-81.220,34.520,-11.250,73.628,-64.570
7	38.525,67.623,88.923,36.650,-0.565,23.569,73.781,14.122,-93.923,86.190
8	37.905,35.303,-56.865,31.777,-21.227,30.247,-78.681,31.569,99.883,-90.358
9	95.435,-18.618,74.151,56.477,13.403,47.690,75.703,-19.172,-34.593,33.519
10	61.569,52.457,59.563,-12.883,63.567,-75.958,8.898,-98.848,-35.083,-26.708
11	-20.765,39.093,-22.288,-10.261,-52.491,-25.350,-54.546,-85.361,20.690,33.643
12	23.898,-7.301,-24.043,72.667,3.816,-4.164,-94.872,-31.750,-23.961,-20.235
13	16.034,6.721,21.581,52.977,62.597,43.625,91.105,-96.353,-60.844,-98.487
14	29.495,79.606,-51.304,85.407,-87.947,86.887,-29.675,-79.716,-2.826,-48.645
15	-43.025,-38.542,60.605,7.832,-37.738,22.067,43.230,-45.475,-17.290,-75.623
16	-63.770,36.224,-63.712,5.033,41.809,-78.625,13.462,-48.687,92.585,-3.291
17	61.199,10.045,-91.317,26.630,90.281,20.322,63.838,76.841,-54.384,-57.591
18	22.196,-17.794,67.972,80.005,-29.316,-52.626,56.105,-45.039,64.523,-15.252
19	33.510,-80.893,24.772,-9.646,17.322,-66.397,47.375,72.559,-56.652,-80.857
20	-95.272,28.394,21.419,9.339,-53.611,-21.819,18.895,-0.647,97.557,-72.712
21	39.029,-19.136,-14.360,43.520,38.487,98.251,-74.321,-79.178,44.868,15.677
22	-45.168,-84.116,-82.868,78.838,-61.627,-35.326,-54.669,-29.001,-86.115,3.812
23	-86.477,60.071,-53.258,8.002,76.016,30.175,6.592,-35.133,-33.400,33.897
24	98.828,32.368,11.557,46.130,-6.959,-87.972,12.459,91.525,-64.939,38.001
25	-59.813,7.166,-80.665,-9.926,51.233,-30.486,32.982,59.090,85.436,-53.072
26	-20.137,-69.517,98.497,85.400,7.991,68.407,4.192,24.717,-82.175,51.054
27	-74.457,65.214,56.406,41.749,-92.768,-39.374,-47.377,-27.973,-82.471,87.392
28	10.760,-38.895,-20.604,-10.559,20.119,3.136,83.878,-0.607,98.432,70.285
29	-58.298,86.119,-76.727,63.490,-23.875,75.595,73.611,61.185,58.006,-39.064
30	-83.816,-19.404,-65.295,38.990,-30.780,95.122,28.194,64.496,-73.495,72.403
31	84.551,-2.588,21.251,52.962,-65.032,0.513,-20.267,-70.725,-26.493,-86.366
