1	-39.533,-48.133,-61.075,-88.470,-31.510,-45.950,93.283,11.542,-30.545,16.094
2	-72.161,-11.191,25.247,-2.220,-19.644,98.770,76.063,24.681,13.875,24.132
3	-59.738,-20.972,-92.108,-4.891,8.605,-54.450,92.806,81.891,44.429,6.677
4	73.994,-73.870,58.102,-75.036,58.842,-44.846,75.418,88.808,-70.241,-7.465
5	96.197,-3.319,72.710,17.746,-24.934,-42.843,-59.355,52.360,-22.692,2.255
6	-1.535,15.456,73.115,96.148,-18.483,65.504,52.906,14.706,91.209,-59.905
7	-78.147,70.792,-12.170,69.394,78.618,-87.508,76.693,-10.336,2.086,25.319
8	85.277,-96.177,-4.631,37.544,44.541,38.506,-73.113,-40.121,-28.257,60.887
9	-44.248,-57.859,91.490,-98.227,99.564,35.364,65.694,-41.076,-97.137,47.574
10	66.829,48.095,-71.430,50.686,53.785,31.708,53.223,69.184,22.721,-82.279
11	-2.474,-84.470,-18.491,-18.579,-86.798,-30.236,-77.800,61.647,89.538,-85.537
12	91.023,4.515,-40.087,-84.628,0.125,58.903,41.417,-89.955,-85.420,-19.425
13	-40.942,-53.523,-43.799,60.697,85.846,-18.979,81.222,-35.701,-4.713,-54.794
14	28.095,95.796,20.699,-28.437,29.563,-75.416,77.732,0.617,-10.130,17.173
15	24.957,-85.645,36.523,-51.614,42.791,64.507,60.792,10.500,4.034,-71.425
16	55.069,-45.718,-0.661,-43.145,-73.234,25.912,-89.134,49.729,-36.483,-99.973
17	2.226,-90.630,-44.766,41.395,-87.462,67.868,-99.236,-50.635,48.181,-36.746
18	-79.622,-27.953,-45.921,68.542,-37.330,57.786,78.374,-13.237,81.989,-24.536
19	92.816,-82.142,37.404,-1.237,-22.470,26.542,40.771,-99.127,-66.609,42.609
20	33.277,93.210,52.208,90.155,40.508,-40.390,-78.927,56.365,28.830,-90.363
21	-27.990,91.360,0.080,-13.454,-8.460,-58.223,-26.259,-26.037,-89.529,53.514
22	-16.699,64.436,70.070,-57.601,31.471,-5.544,76.031,-56.852,35.563,21.550
23	-40.940,-72.680,30.328,47.719,-36.875,28.967,-20.974,42.641,-60.157,78.043
24	-42.518,-26.443,-88.382,-77.698,3.172,-46.481,67.096,-97.061,-24.181,-32.531
25	-96.134,-75.126,-17.271,-1.427,-19.142,6.188,19.026,-98.015,-7.181,92.700
26	3.806,35.508,-37.627,54.798,54.584,4.259,95.203,-74.890,-96.610,54.032
27	61.431,-75.959,-46.883,-96.490,-41.338,54.628,3.592,-30.381,-25.652,-99.729
28	-40.040,29.292,94.839,69.412,-95.281,79.712,56.640,56.075,-8.401,-20.399
29	-39.417,-86.861,-54.353,-50.679,-3.185,49.489,-5.238,-88.431,91.558,88.545
30	57.038,98.266,8.896,92.554,-84.879,-26.864,-54.924,-60.833,-71.839,24.483
31	56.264,15.660,-70.607,62.225,27.191,-22.367,34.826,-48.019,-30.962,83.497
